Hue,Saturation,Value,Label
79.075,250.725,63.78125,green
79.26190476190476,252.51785714285714,72.83333333333333,green
80.0,177.5,93.36875,green
80.20625,173.6625,93.01875,green
80.20625,173.6625,93.01875,green
121.96551724137932,22.767241379310345,170.9655172413793,green
80.91071428571429,173.64880952380952,112.30952380952381,green
80.91071428571429,173.64880952380952,112.30952380952381,green
82.21428571428571,162.42857142857142,116.17857142857143,green
82.01875,162.8625,116.2375,green
80.975,165.8,114.625,green
81.23125,165.925,114.525,green
79.26190476190476,252.51785714285714,72.83333333333333,green
80.58333333333333,181.7797619047619,114.25595238095238,green
80.58333333333333,181.7797619047619,114.25595238095238,green
79.975,166.3375,86.13125,green
79.975,168.5625,86.38125,green
79.81875,170.825,84.0875,green
79.81875,170.825,84.0875,green
79.6375,175.63125,86.0375,green
79.73125,173.69375,85.66875,green
80.0,160.58125,78.79375,green
80.0,160.58125,78.79375,green
79.225,250.6875,67.63125,green
79.875,140.0625,105.3,green
79.875,140.0625,105.3,green
80.0,138.70625,104.2875,green
79.55,133.41875,104.08125,green
79.7375,135.33125,104.1625,green
80.4625,150.4,107.75,green
80.23125,150.68125,107.55,green
79.9375,142.775,106.0625,green
80.04375,148.24375,107.55625,green
84.18125,147.70625,111.6,green
79.225,250.6875,67.63125,green
83.7875,148.56875,111.81875,green
83.59375,148.75625,110.55,green
83.59375,148.75625,110.55,green
83.05,146.80625,110.50625,green
83.4,149.26111111111112,109.86111111111111,green
83.2388888888889,149.99444444444444,110.00555555555556,green
84.58333333333333,151.42261904761904,113.14880952380952,green
84.49404761904762,151.70238095238096,113.11904761904762,green
83.49375,151.39375,112.78125,green
83.49375,151.39375,112.78125,green
79.33125,250.525,66.3875,green
82.24444444444444,151.73333333333332,112.09444444444445,green
82.29444444444445,150.87777777777777,111.9888888888889,green
79.33125,250.525,66.3875,green
79.09375,242.5375,61.8,green
79.3125,244.21875,61.7875,green
79.82142857142857,239.4404761904762,70.75595238095238,green
79.82142857142857,239.4404761904762,70.75595238095238,green
79.90625,244.96875,67.03125,green
79.90625,244.96875,67.03125,green
80.08928571428571,231.78571428571428,66.74404761904762,green
80.08928571428571,231.78571428571428,66.74404761904762,green
79.8125,140.525,105.25625,green
80.0,139.36875,104.6,green
80.0,138.40625,104.375,green
79.8375,134.225,103.4125,green
80.3375,146.625,106.875,green
80.3625,147.6625,107.0375,green
79.9875,144.05625,106.34375,green
80.0,142.30625,106.33125,green
80.24375,145.03125,107.00625,green
84.04166666666667,148.5297619047619,111.73214285714286,green
83.86875,149.36875,111.9125,green
85.4,148.94375,111.70625,green
83.29375,152.50625,112.21875,green
83.1125,152.39375,112.5125,green
82.91666666666667,141.3095238095238,109.99404761904762,green
82.93452380952381,140.73809523809524,110.0952380952381,green
82.76190476190476,147.6904761904762,110.76785714285714,green
82.8625,146.7125,110.65625,green
82.8452380952381,146.92261904761904,109.66666666666667,green
82.70625,148.25625,111.0625,green
79.8625,163.7875,88.14375,green
80.04375,164.575,88.375,green
80.25,173.00625,95.3375,green
80.1875,174.19375,95.725,green
79.875,179.325,95.28125,green
79.875,178.80625,95.49375,green
82.92857142857143,129.72619047619048,121.99404761904762,green
82.76190476190476,129.78571428571428,122.26785714285714,green
82.0,153.59375,119.38125,green
82.13125,154.85,119.15625,green
82.2797619047619,161.85714285714286,114.44047619047619,green
82.2875,161.94375,114.51875,green
82.49404761904762,157.53571428571428,115.38095238095238,green
82.60625,158.05625,115.38125,green
83.88125,143.60625,115.63125,green
83.88125,143.60625,115.63125,green
82.2202380952381,156.29761904761904,113.22619047619048,green
82.2202380952381,156.29761904761904,113.22619047619048,green
80.15,168.73125,88.24375,green
80.0,171.21875,88.33125,green
79.7875,176.225,93.63125,green
79.875,176.6625,93.70625,green
79.95,176.375,94.4875,green
80.0,178.9,94.76875,green
112.42857142857143,31.375,183.9375,green
84.00625,183.975,102.51875,green
84.00625,183.975,102.51875,green
85.275,183.19375,105.4625,green
85.2125,183.0375,105.40625,green
81.79375,185.2875,97.40625,green
84.4125,187.2125,105.99375,green
84.4125,187.2125,105.99375,green
84.93125,182.39375,102.8875,green
82.3,184.28333333333333,94.62777777777778,green
82.30625,184.9625,95.0,green
80.86875,183.1125,96.0875,green
80.86875,183.1125,96.0875,green
84.61309523809524,182.96428571428572,101.75595238095238,green
79.9,168.825,94.4875,green
80.0,169.89375,94.65,green
82.5,155.075,119.44375,green
82.4125,155.16875,119.39375,green
79.7,164.1625,87.39375,green
81.67261904761905,171.60714285714286,117.2797619047619,green
81.78125,170.71875,117.03125,green
82.58125,141.55625,122.59375,green
82.58125,141.9125,122.68125,green
80.09375,172.025,87.8625,green
79.95625,171.21875,87.88125,green
81.6125,174.16875,113.85625,green
81.6125,174.16875,113.85625,green
78.59375,169.14375,87.05625,green
78.59375,169.14375,87.05625,green
79.85,171.91875,94.36875,green
79.75,172.65,94.50625,green
80.0,176.8,93.30625,green
165.38125,190.16875,174.0875,magenta
165.44375,189.9125,174.96875,magenta
166.04375,194.8375,177.275,magenta
165.98125,195.25625,177.41875,magenta
166.90625,187.99375,174.225,magenta
167.0,187.3375,173.79375,magenta
172.0625,205.29375,120.99375,magenta
172.0625,205.29375,120.99375,magenta
171.67777777777778,200.8111111111111,113.86666666666666,magenta
171.74375,201.7,125.05625,magenta
169.01875,205.79375,109.64375,magenta
167.3125,197.2875,141.65625,magenta
167.3125,196.64375,141.21875,magenta
168.45625,190.1375,150.1375,magenta
168.50625,190.15625,150.08125,magenta
170.0,203.7875,94.2125,magenta
170.0,203.7875,94.2125,magenta
170.0,208.05,102.53125,magenta
170.0,208.05,102.53125,magenta
171.09375,205.04375,112.45625,magenta
171.6625,201.7,124.93125,magenta
171.09375,205.04375,112.45625,magenta
161.25,192.15625,108.3,magenta
161.25,192.15625,108.3,magenta
163.1125,197.3125,118.8,magenta
163.1125,197.3125,118.8,magenta
161.2375,191.225,111.69375,magenta
161.2375,191.225,111.69375,magenta
160.19375,193.625,109.51875,magenta
160.19375,193.625,109.51875,magenta
164.45625,195.575,129.44375,magenta
170.8375,201.56875,135.7,magenta
164.0125,195.70625,125.8375,magenta
164.0125,195.70625,125.8375,magenta
163.8375,192.83125,121.1875,magenta
163.8375,192.83125,121.1875,magenta
161.6,189.6125,114.39375,magenta
161.6,189.6125,114.39375,magenta
165.4875,189.3875,178.8125,magenta
165.54375,188.725,178.6625,magenta
165.75625,191.8,177.925,magenta
165.7875,191.8875,178.19375,magenta
166.9875,182.575,181.28125,magenta
167.05,182.4,181.3875,magenta
114.60714285714286,59.473214285714285,195.66964285714286,magenta
172.20625,206.1875,107.73125,magenta
172.20625,206.1875,107.73125,magenta
172.4375,203.24375,115.01875,magenta
172.4375,203.24375,115.01875,magenta
172.28125,202.5,121.95,magenta
172.28125,202.5,121.95,magenta
171.84375,205.65,129.55625,magenta
171.84375,205.65,129.55625,magenta
164.16875,193.3125,133.50625,magenta
164.16875,193.3125,133.50625,magenta
165.20625,197.1875,145.575,magenta
164.93125,195.65625,138.975,magenta
164.93125,195.65625,138.975,magenta
164.3875,192.99375,131.0375,magenta
164.3875,192.99375,131.0375,magenta
162.2625,193.36875,123.58125,magenta
162.2625,193.36875,123.58125,magenta
162.2875,196.14375,121.89375,magenta
162.2875,196.14375,121.89375,magenta
162.775,192.5,119.275,magenta
162.775,192.5,119.275,magenta
163.725,192.19375,125.68125,magenta
163.725,192.19375,125.68125,magenta
165.73125,193.45625,120.5125,magenta
165.4875,193.66875,120.1125,magenta
167.94375,197.91875,133.7875,magenta
167.91875,197.25,133.14375,magenta
168.43125,194.225,145.8,magenta
168.6125,194.24375,146.0875,magenta
164.9625,197.15625,119.69375,magenta
164.9625,197.71875,119.9,magenta
167.2375,196.58125,129.525,magenta
166.94375,197.225,128.71875,magenta
171.67222222222222,203.05,111.8,magenta
171.67222222222222,203.05,111.8,magenta
173.35625,204.25,115.6875,magenta
173.31875,204.5625,115.84375,magenta
171.85625,203.025,122.00625,magenta
171.85625,203.025,122.00625,magenta
171.66875,205.8125,130.00625,magenta
171.66875,205.8125,130.00625,magenta
168.24375,193.25,140.91875,magenta
168.26875,194.1375,141.0375,magenta
171.65,204.125,102.9125,magenta
171.65,204.125,102.9125,magenta
172.23125,201.93125,109.475,magenta
172.23125,201.93125,109.475,magenta
172.18125,202.5,116.18125,magenta
172.18125,202.5,116.18125,magenta
173.3625,206.80625,126.225,magenta
164.08125,196.14375,122.825,magenta
164.08125,196.14375,122.825,magenta
163.44375,194.01875,112.9125,magenta
163.44375,194.01875,112.9125,magenta
161.1125,193.45625,108.7625,magenta
161.1125,193.45625,108.7625,magenta
161.15,192.05,109.1875,magenta
161.15,192.05,109.1875,magenta
162.0888888888889,191.53333333333333,108.37222222222222,magenta
162.0888888888889,191.53333333333333,108.37222222222222,magenta
165.38125,192.83125,127.475,magenta
165.38125,192.83125,127.475,magenta
164.56875,193.7625,126.80625,magenta
161.75,188.45,115.11875,magenta
161.75,188.45,115.11875,magenta
166.7,192.45625,132.83125,magenta
166.5375,192.7,132.76875,magenta
166.69375,192.8625,136.83125,magenta
166.7,192.55,136.7125,magenta
166.31875,194.93125,138.70625,magenta
166.14375,195.1875,138.825,magenta
168.31875,192.01875,143.68125,magenta
168.1875,191.93125,143.325,magenta
169.65555555555557,202.51666666666668,86.90555555555555,magenta
169.65555555555557,202.51666666666668,86.90555555555555,magenta
170.0375,202.3125,90.49375,magenta
170.0375,202.3125,90.49375,magenta
170.1,205.51875,99.925,magenta
170.1,205.51875,99.925,magenta
169.01875,205.79375,109.64375,magenta
99.2375,252.3125,111.3875,cyan
99.3625,252.64375,111.93125,cyan
99.275,252.4125,105.475,cyan
99.25,252.775,105.28125,cyan
99.0875,252.7375,99.6375,cyan
99.43125,251.95,100.6,cyan
99.2,252.75625,101.4875,cyan
99.2625,252.68125,101.5375,cyan
99.8125,253.09375,108.575,cyan
97.64375,252.56875,111.09375,cyan
97.325,252.45,109.30625,cyan
97.28125,253.0,109.56875,cyan
97.21875,253.11875,108.74375,cyan
97.3875,253.25625,109.16875,cyan
96.34375,251.45625,92.95,cyan
96.175,252.46875,92.86875,cyan
95.49375,252.26875,94.2375,cyan
95.575,251.55625,94.06875,cyan
95.3875,252.86875,96.84375,cyan
99.75625,253.35,108.9,cyan
95.4875,252.6875,97.34375,cyan
93.93125,252.08125,75.48125,cyan
94.06547619047619,251.83333333333334,80.14285714285714,cyan
94.0375,251.9625,80.1,cyan
95.2875,251.8,86.3375,cyan
95.2375,252.2375,86.20625,cyan
119.5,37.260416666666664,180.47916666666666,cyan
101.60625,252.79375,128.16875,cyan
101.775,252.15625,121.95625,cyan
101.65,253.225,121.9625,cyan
98.73125,252.06875,96.7,cyan
101.225,253.30625,115.5875,cyan
101.25,253.19375,115.91875,cyan
100.60555555555555,253.36666666666667,114.12777777777778,cyan
100.55625,253.35,113.65625,cyan
101.425,252.89375,125.45,cyan
101.425,253.48125,125.78125,cyan
102.11875,252.8375,125.70625,cyan
102.125,253.225,126.19375,cyan
100.39375,252.9875,108.8875,cyan
100.39375,252.61875,108.775,cyan
98.69375,251.40625,96.85,cyan
100.15625,252.1875,108.05,cyan
100.15625,252.1875,108.05,cyan
101.70625,253.2,119.8875,cyan
101.1375,252.9,115.26875,cyan
101.1625,252.9375,114.9125,cyan
102.15,252.69375,120.69375,cyan
102.09375,252.85,120.39375,cyan
98.98125,251.9625,90.875,cyan
99.30625,252.38125,94.275,cyan
99.30625,252.7375,94.83125,cyan
98.5625,252.36875,97.63125,cyan
99.85,252.43125,98.63125,cyan
99.9625,252.06875,98.5875,cyan
98.5625,252.36875,97.63125,cyan
100.5111111111111,252.9611111111111,110.37777777777778,cyan
100.5125,252.96875,110.28125,cyan
99.33125,253.4375,103.05625,cyan
99.5,253.19375,103.425,cyan
99.40625,253.13125,102.05625,cyan
100.16875,252.0625,104.9375,cyan
100.025,252.6125,104.64375,cyan
96.73125,250.98125,81.4,cyan
96.75,251.90625,81.5,cyan
96.71875,253.0125,82.41875,cyan
96.5875,251.8375,82.04375,cyan
98.2375,251.825,88.26875,cyan
99.01875,253.48125,91.03125,cyan
95.95625,251.79375,97.86875,cyan
100.15,252.88125,92.875,cyan
100.225,252.7125,92.9625,cyan
99.38125,252.34375,84.24375,cyan
99.575,252.18125,84.75,cyan
99.275,253.55625,80.7375,cyan
99.1,253.14375,80.39375,cyan
99.83125,252.08125,91.29375,cyan
99.93125,252.65625,91.90625,cyan
98.49375,252.21875,83.74375,cyan
98.49375,252.21875,83.74375,cyan
98.2625,252.30625,84.6375,cyan
98.29375,252.46875,84.5875,cyan
99.8,252.81875,87.8,cyan
99.83125,251.69375,87.35,cyan
99.80625,252.675,81.7875,cyan
99.775,253.075,81.7875,cyan
98.7,252.85,86.73125,cyan
98.7,252.85,86.73125,cyan
100.44375,252.33125,84.6125,cyan
100.49375,252.325,84.85,cyan
97.85119047619048,252.35714285714286,72.38690476190476,cyan
97.825,252.0125,71.98125,cyan
95.71875,252.1375,97.75,cyan
96.7,252.3,100.50625,cyan
96.5875,252.3125,100.36875,cyan
96.03125,252.425,96.1375,cyan
95.9125,253.04375,96.0875,cyan
97.28333333333333,252.83333333333334,102.7388888888889,cyan
97.4125,251.81875,103.15,cyan
96.95,252.96875,103.84375,cyan
97.05625,252.34375,103.88125,cyan
96.93125,252.9,102.86875,cyan
96.8375,252.16875,102.60625,cyan
96.025,252.08125,82.8875,cyan
96.025,252.08125,82.8875,cyan
97.275,252.04375,103.63125,cyan
97.3375,252.5125,105.90625,cyan
97.43125,253.175,106.70625,cyan
95.525,252.625,82.76875,cyan
95.525,252.625,82.76875,cyan
95.56875,253.05625,89.66875,cyan
95.56875,253.05625,89.66875,cyan
91.93452380952381,251.55357142857142,66.77380952380952,cyan
91.92857142857143,251.33928571428572,66.95238095238095,cyan
92.88095238095238,252.28571428571428,71.31547619047619,cyan
93.08125,251.725,71.7375,cyan
94.25,251.82142857142858,77.19642857142857,cyan
94.33333333333333,251.86904761904762,77.57142857142857,cyan
95.9875,251.0875,91.51875,cyan
95.81875,251.49375,91.25625,cyan
94.9125,251.71875,80.79375,cyan
94.71875,252.60625,80.84375,cyan
96.60625,253.6,107.54375,cyan
95.5875,253.15,94.90625,cyan
95.625,253.0625,94.75,cyan
94.75,252.05,87.9375,cyan
94.7125,252.81875,87.3625,cyan
94.15625,253.08125,85.225,cyan
94.2125,253.26875,84.9875,cyan
95.99375,252.76875,104.16875,cyan
95.85,253.025,103.75,cyan
96.3,252.5375,102.775,cyan
96.45625,252.0,103.34375,cyan
96.3375,252.225,101.3625,cyan
96.65,252.1625,102.5125,cyan
96.56111111111112,252.13888888888889,104.20555555555555,cyan
96.5875,252.81875,104.325,cyan
96.98125,252.9125,109.68125,cyan
96.90625,253.13125,109.9,cyan
97.69375,252.7875,111.26875,cyan
